filename,authors,dimension,domain,attribute,score,score_desc,dont_know,not_relevant,quality,importance,mech_apply_yn,mech_apply_notes,notes,case_study
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Flexibility,Economic opportunity,3,Varies across state.,NA,NA,A - adequate and reliable data/information,high,yes,NA,"High variability across state.  New opportunities on the water often limited by access to permits and quota for different species.  Aquaculture growing but requires start-up capital and a different business model.  Resource-dependent economies abound in parts of state, with few alternative opportunities available close to some communities.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Flexibility,Resilience mindset,2,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,"Variability among participants affect score.  MLA public stance is very protective--not show change.  Influences many, but some individuals see things differently.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Flexibility,Place attachment,4,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,"High place attachment also occurs due to proximity to Canadian border--attached to Maine by nationality and to regions by zone, even as lobsters move northward/eastward.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Organization,Social capital,3,NA,NA,NA,B - limited data/information and expert judgement,medium,no,"It can work as stated, but strong social network influences can also inhibit new ways of doing things.  General reluctance to change in fishery, partly due to social pressures to maintain current way of doing things.","Strong family and community ties.  Well-exercised relationships between lobstermen, scientists, managers, etc.  Seems to be less trust between harvesters and dealers.  High involvement with industry associations to organize shared voice and around common needs.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Organization,Technology transfer,3,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,"Yes, but has mostly been adopted for tracking conditions...maybe less for strategic purposes.  This would be good to discuss with Curt.","Adopt new technologies such as electronics, sensors for water temperature, access to buoys for env'tal conditions, higher capacity and higher tech vessels.  But hard to adopt novel technologies before ease of use has been established (e.g., ropeless gear, non-diesel engines).",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Organization,Modular infrastructure,2,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,medium,yes,NA,Auction/market for multiple species.  Reuse/transition of port infrastructure more likely to move out of fishery uses than stay within for many ports.,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Learning,Knowledge diversity,4,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"Responses to 2.4.2.1 and 2.4.8.1 may be informative in shaping the response to this attribute.

Scientific surveys and fishery-dependent data collection.  Science-intensive stock assessment process. Lobstermen provide input re: information gaps and needs.  Stakeholder and local knowledge brought to decision process strong ties/communication between industry, scientists, and managers.  Fishery operational decisions shaped by info sharing between lobstermen and across generations.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Learning,Knowledge access,4,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,NA,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Learning,Learning capacity,4,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,"The mechanism largely works as described, but learning may not overcome perceptions--esp. related to climate change as a directional process vs. part of natural cycles.",NA,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Agency,Agency,4,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,"Most ME lobstermen function as independent operators, making their own operational and strategic decisions.  Also, co-management system supports high levels of involvement and voice in governance/management.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Governance,Flexibility,Responsive,4,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,Responses in S5 may be informative in shaping the response to this attribute.,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Governance,Organization,Participatory,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,"Yes, it mostly works as stated but can also stymie minority voices.",Responses to 2.3.3.1 and 2.3.4.1 may be informative in shaping the response to this attribute.,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Governance,Organization,Equitable and inclusive,2,NA,NA,NA,B - limited data/information and expert judgement,medium,no,"Limited opportunity for new entry into this fishery, esp. if lack long-standing ties to ME and this fishery.  There is a thorough and clear entry process for each zone, so the rules are known but it takes a very long time to gain entry.  Informal sanctions imposed amongst lobstermen (e.g., Lobster Gangs, 'territorial' nature of fishing).",Response to 4.3.1.3 may be informative in shaping the response to this attribute.,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Governance,Organization,Accountable,4,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,NA,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Governance,Organization,Transparent,4,NA,NA,NA,A - adequate and reliable data/information,medium,yes,"Yes, it does these things but I think an important element role for transparency is associated with building trust.  Transparent processes support openness between parties and reduce the sense of mis-trust.",NA,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Governance,Organization,Effective and efficient,3,NA,NA,NA,A - adequate and reliable data/information,low,yes,NA,NA,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Governance,Organization,Polycentric,4,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,Responses to 2.3.2.1 and 2.3.4.1 may be informative in shaping the response to this attribute.,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Governance,Organization,Cross-scale integration,2,NA,NA,NA,B - limited data/information and expert judgement,high,NA,"I'm not sure how to think about this mechanism.  We are framing the case studies as within a fishery system, but this mechanism seems to focus outside the fishery system.  My scoring reflects thinking about integration across scales/sectors within the fishery (e.g., harvesters, dealers, processors, markets).",Responses to 2.3.2.1 and 2.3.4.1 may be informative in shaping the response to this attribute.,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Governance,Learning,Adaptive,2,NA,NA,NA,B - limited data/information and expert judgement,low,yes,"Yes in the sense that the system is responsive in the face of large changes--like wind or the right whale challenge.  However, those responses often take the form of push-back against change rather than adjusting in the face of change.  Partly this is due to time scales and the status of the stock.  The stock has benefitted from precautionary measures, rather than adaptive measures.  Since it and the fishery are doing well, there has been less need for adaptive management measures or frameworks.  The industry and governance system often strive to maintain the status quo rather than adapting to new conditions.",Responses in S5 may be informative in shaping the response to this attribute.,Maine lobster
